1,527.76,223.76,24.35,59.12,-10.08
1,523.53,194.2,32.95,72.78,-63.35
1,363.77,208.17,29.59,65.6,-76.0
1,521.75,213.61,36.33,81.41,-78.36
1,451.48,198.94,24.54,57.39,-81.13
1,358.61,178.29,39.48,83.5,-96.28
1,442.05,185.29,27.44,60.1,-97.53
1,538.08,215.8,21.22,56.31,-109.2
1,518.18,229.82,22.41,55.96,-120.69
1,588.8,211.19,28.15,61.78,-124.79
1,518.55,204.6,25.31,60.29,-124.81
1,459.48,184.03,27.83,60.67,-126.39
1,358.03,192.15,26.39,61.79,-129.84
1,342.01,139.07,71.98,159.52,-142.81
1,443.54,206.22,24.27,59.63,-165.45
1,363.75,188.29,45.84,97.48,-168.46
2,560.36,229.34,25.0,56.31,-9.67
2,567.25,234.98,24.29,58.0,-13.2
2,450.61,206.85,24.73,57.71,-43.09
2,554.44,199.57,37.65,85.35,-55.54
2,363.66,215.41,26.83,60.97,-61.34
2,548.75,205.34,27.53,65.9,-65.31
2,357.91,209.87,21.9,57.61,-66.77
2,446.88,184.36,34.29,68.14,-75.73
2,355.74,195.13,36.69,73.57,-91.75
2,344.41,195.26,35.31,70.41,-97.77
2,599.89,227.78,27.14,63.62,-99.53
2,459.58,192.76,28.07,60.08,-100.42
2,590.92,221.1,26.55,60.73,-104.82
2,550.07,230.28,22.85,57.3,-106.01
2,346.7,204.42,43.78,99.47,-107.25
2,443.34,214.09,24.66,61.46,-109.23
2,609.14,222.06,26.68,61.2,-113.29
2,443.37,194.81,21.49,55.73,-115.89
2,579.04,214.89,26.4,61.03,-132.79
2,331.85,170.24,72.32,170.05,-135.92
2,570.07,216.69,21.53,58.12,-148.55
2,538.79,222.3,24.61,59.19,-174.63
3,362.55,208.43,30.95,66.05,-47.35
3,122.88,216.79,39.6,86.45,-61.96
3,13.51,134.49,30.15,66.8,-73.81
3,375.19,222.86,25.93,61.78,-79.36
3,16.62,112.64,44.06,95.84,-86.49
3,599.27,41.77,29.55,80.84,-90.03
3,138.0,227.14,27.83,66.35,-96.24
3,130.21,240.15,26.21,64.58,-101.41
3,357.12,194.97,27.1,65.51,-103.77
3,121.5,248.43,28.11,67.22,-106.05
3,350.66,174.42,53.14,114.01,-106.17
3,131.07,214.36,26.69,64.82,-107.59
3,355.92,213.67,44.13,103.37,-108.4
3,115.15,171.13,57.97,134.98,-108.48
3,358.51,219.51,21.42,55.09,-109.8
3,373.22,202.8,27.39,61.53,-109.8
3,1.0,218.87,16.32,65.18,-110.9
3,368.87,228.92,20.44,53.57,-111.69
3,584.93,34.49,40.7,106.0,-113.44
3,1.0,140.01,60.65,283.38,-116.79
3,123.49,233.43,21.97,57.67,-117.26
3,1.0,226.53,23.78,103.27,-119.97
3,354.64,227.22,29.2,69.83,-125.08
3,1.0,159.84,37.63,181.32,-125.11
3,342.77,199.12,35.52,69.19,-131.51
3,324.25,134.71,93.35,205.27,-138.39
3,586.26,233.53,34.67,72.83,-147.8
3,139.83,204.84,44.74,106.33,-158.9
3,124.48,158.5,75.07,179.32,-162.81
4,410.57,204.51,20.81,57.85,-41.67
4,402.05,213.16,37.39,82.26,-63.41
4,387.05,209.85,35.11,74.11,-66.11
4,119.72,185.59,26.71,62.25,-69.98
4,56.8,214.8,28.46,62.05,-75.81
4,65.31,209.98,26.49,58.86,-84.51
4,411.08,227.77,20.82,55.8,-91.24
4,45.79,211.05,64.3,156.41,-95.12
4,385.2,188.62,51.26,103.16,-102.24
4,400.1,205.66,21.3,58.79,-103.06
4,404.73,187.81,44.8,94.7,-104.0
4,400.52,226.92,21.21,55.89,-105.46
4,390.27,228.31,21.56,55.63,-107.92
4,378.3,210.86,29.06,62.8,-116.8
4,413.31,204.1,30.88,67.57,-120.98
4,1.0,208.43,16.74,65.74,-135.21
4,1.0,110.42,16.96,65.82,-136.9
4,367.85,175.89,70.82,162.63,-142.42
4,1.0,223.39,20.15,76.82,-142.94
4,23.92,193.83,108.22,261.01,-146.28
4,1.0,54.78,46.89,231.85,-154.07
4,391.15,160.14,69.46,156.01,-164.35
5,498.52,207.69,23.93,57.72,-33.02
5,505.05,214.84,23.73,58.97,-79.67
5,504.15,196.13,24.88,57.39,-81.59
5,365.3,191.49,28.18,60.16,-101.21
5,492.19,181.34,32.92,67.92,-104.82
5,364.58,209.99,28.43,65.34,-107.53
5,357.42,189.24,42.83,93.48,-161.37
6,596.78,178.38,29.54,70.8,-26.48
6,451.43,209.03,37.71,86.64,-38.76
6,453.51,215.87,21.55,58.8,-60.66
6,117.17,179.26,33.4,70.23,-81.56
6,568.12,1.0,68.44,155.25,-82.83
6,453.39,238.89,22.27,58.66,-82.87
6,457.09,194.18,36.47,77.67,-83.02
6,592.32,195.44,26.89,61.86,-83.06
6,607.49,188.41,27.91,64.93,-86.19
6,602.58,200.07,21.69,56.62,-86.84
6,468.18,208.31,33.47,75.69,-87.27
6,602.27,1.0,37.73,88.47,-89.06
6,599.6,208.48,28.38,69.65,-94.74
6,590.45,167.74,28.07,69.55,-97.44
6,582.11,8.63,44.02,114.83,-98.63
6,596.76,31.03,33.75,86.34,-109.8
6,1.0,90.56,16.66,64.78,-111.63
6,441.45,219.51,35.19,77.33,-116.71
6,1.0,218.56,16.09,65.46,-120.7
6,442.74,149.17,68.63,163.25,-122.23
6,1.0,114.2,15.19,57.1,-134.72
6,1.0,60.49,38.71,181.6,-147.71
6,1.0,206.98,23.26,101.67,-150.56
6,473.28,195.05,24.6,60.34,-153.92
7,572.04,200.25,45.21,118.91,-37.12
7,566.55,203.14,36.61,85.84,-53.25
7,587.41,201.92,27.65,66.3,-59.71
7,587.14,202.04,41.09,103.04,-74.6
7,580.46,184.77,41.61,90.58,-78.49
7,596.36,198.61,29.6,72.2,-81.83
7,480.13,228.98,29.53,66.94,-84.72
7,1.0,40.01,31.19,134.52,-86.24
7,579.34,208.43,27.09,68.41,-92.07
7,561.78,180.63,66.44,165.2,-93.76
7,13.02,47.34,73.24,177.2,-94.41
7,570.27,193.76,25.12,58.38,-97.48
7,1.0,52.25,22.22,78.5,-98.11
7,1.0,119.42,60.35,281.91,-103.4
7,581.85,195.79,20.44,54.28,-104.04
7,3.11,77.74,28.95,62.11,-110.44
7,1.0,1.0,63.55,263.96,-114.93
7,462.54,198.76,25.69,64.33,-115.12
7,470.78,212.28,33.84,67.0,-117.17
7,1.0,209.69,20.47,80.78,-117.86
7,10.15,69.37,30.94,64.49,-126.49
7,1.0,82.89,15.71,55.62,-137.52
7,1.0,180.75,29.53,135.65,-142.15
7,535.82,131.52,104.18,280.91,-154.21
8,470.1,1.0,87.71,206.74,-24.79
8,13.14,95.46,47.37,102.88,-26.52
8,11.54,122.56,32.89,69.72,-54.87
8,576.7,39.39,40.13,105.01,-67.97
8,473.65,168.34,25.24,64.11,-70.48
8,23.06,114.17,28.65,68.86,-76.82
8,568.59,16.34,63.34,176.11,-79.14
8,3.03,62.02,84.79,204.56,-79.89
8,29.98,108.61,32.83,78.76,-86.08
8,41.53,76.06,60.12,148.08,-92.0
8,470.2,184.72,26.86,66.49,-93.16
8,462.04,209.45,26.78,64.64,-106.67
8,1.0,198.96,29.23,137.32,-107.2
8,34.49,89.73,48.35,114.78,-119.73
8,1.0,117.15,21.28,77.02,-120.05
8,4.26,116.88,30.08,66.11,-140.75
8,1.0,141.41,60.33,283.02,-142.98
9,21.06,137.79,33.92,84.1,-27.89
9,585.98,206.0,27.95,69.62,-43.13
9,581.1,238.33,39.36,95.8,-55.17
9,597.1,188.28,30.69,74.03,-79.25
9,6.29,125.93,51.33,121.33,-83.39
9,1.0,222.58,20.64,78.79,-100.01
9,12.19,152.35,35.86,81.9,-100.98
9,2.67,145.4,36.03,76.34,-101.62
9,572.24,189.52,47.5,111.97,-101.79
9,581.98,171.81,40.87,94.09,-110.76
9,579.0,229.92,28.74,75.29,-114.08
9,588.6,278.53,27.04,64.13,-115.48
9,27.2,156.17,36.83,83.25,-120.46
9,581.39,212.03,22.26,59.92,-124.76
9,1.0,212.33,29.53,135.38,-126.06
9,1.0,154.91,47.61,227.53,-127.65
9,580.74,269.94,26.69,64.04,-140.69
9,1.0,263.06,15.01,57.35,-141.27
9,9.71,82.77,71.29,168.49,-141.33
9,2.87,247.92,27.73,65.95,-159.78
10,14.63,169.23,26.45,61.85,-54.56
10,461.23,153.16,25.59,61.69,-88.5
10,406.96,198.64,27.21,60.52,-94.53
10,454.39,160.14,25.2,61.27,-95.04
10,458.97,170.15,30.25,68.67,-97.01
10,407.09,201.56,86.53,221.42,-108.92
10,1.0,156.57,46.24,227.47,-125.43
10,1.0,226.04,23.82,103.55,-128.33
10,1.0,241.57,15.04,57.91,-128.61
10,1.0,179.93,30.34,135.81,-149.46
11,400.56,207.75,25.52,59.34,-58.74
11,590.95,138.07,37.79,99.23,-63.29
11,490.05,151.75,34.41,81.68,-67.44
11,595.46,114.83,33.97,86.18,-79.07
11,602.39,142.76,20.41,55.99,-83.97
11,406.93,195.48,27.4,58.69,-90.27
11,575.98,108.57,60.25,149.61,-91.28
11,502.16,163.24,27.99,70.76,-93.94
11,576.29,97.92,30.19,75.5,-96.6
11,572.4,112.9,44.03,110.06,-97.93
11,592.93,141.23,20.45,54.72,-109.17
11,1.0,231.32,20.34,79.92,-111.57
11,602.58,145.34,33.95,81.41,-112.61
11,475.73,32.35,68.12,172.8,-114.05
11,557.61,68.36,66.34,171.04,-116.16
11,607.19,128.58,27.83,71.2,-119.71
11,1.0,211.91,27.96,132.96,-122.36
11,580.44,88.82,42.77,106.61,-122.61
11,600.04,258.97,28.82,73.17,-124.01
11,1.0,167.48,45.75,228.85,-132.58
12,421.44,199.75,25.04,56.73,-46.78
12,560.13,178.58,26.32,59.32,-61.23
12,607.45,189.91,29.27,71.2,-65.15
12,599.6,180.88,28.75,71.57,-68.35
12,559.66,14.54,64.9,170.68,-69.08
12,428.18,194.71,26.43,56.57,-70.63
12,588.02,163.75,31.19,82.21,-73.69
12,567.16,170.23,27.61,64.48,-76.71
12,577.83,156.27,51.78,132.14,-81.29
12,15.18,210.54,27.85,62.0,-90.37
12,569.9,42.15,44.15,118.0,-93.18
12,562.49,148.15,40.93,91.67,-95.48
12,578.46,173.86,29.7,70.47,-100.15
12,23.81,201.4,28.08,62.63,-100.35
12,573.8,135.39,42.03,100.65,-111.92
12,569.54,193.95,24.86,59.34,-115.01
12,599.36,159.01,27.19,69.82,-124.55
12,1.0,270.26,16.6,65.91,-130.49
12,1.0,237.22,23.85,104.25,-133.71
12,52.76,176.33,75.06,184.84,-144.69
12,591.13,137.98,40.17,101.21,-149.97
12,1.0,184.97,46.97,232.55,-156.59
13,463.98,199.81,32.91,62.84,-26.07
13,454.31,201.64,26.82,57.76,-62.28
13,567.83,220.89,29.39,66.97,-88.97
13,386.04,196.97,26.72,59.38,-90.08
13,66.07,189.3,27.38,61.14,-91.69
13,573.74,247.77,36.4,84.89,-97.23
13,447.95,185.48,40.69,78.42,-105.31
13,574.76,210.26,30.86,69.75,-131.79
13,14.07,192.68,27.48,60.43,-156.76
14,477.94,198.98,36.14,63.12,-20.48
14,407.13,200.08,26.91,58.1,-49.52
14,495.22,210.83,21.64,57.02,-57.18
14,485.21,194.15,21.63,58.42,-57.52
14,466.29,192.33,42.54,88.22,-63.96
14,570.84,193.59,21.76,56.9,-74.35
14,588.86,191.19,26.75,62.16,-74.82
14,577.44,196.45,27.94,65.69,-78.3
14,472.35,195.06,29.14,58.99,-82.32
14,451.47,179.78,44.41,82.32,-82.67
14,449.9,193.95,28.77,61.94,-85.79
14,485.68,217.64,21.47,55.38,-89.59
14,558.4,192.81,27.67,60.19,-94.83
14,413.67,184.81,33.97,64.62,-97.13
14,571.96,196.82,41.26,99.15,-99.68
14,598.8,179.23,28.89,68.47,-103.49
14,1.0,212.04,15.15,55.7,-105.42
14,457.94,202.92,30.47,62.06,-107.37
14,440.16,201.32,34.29,67.5,-110.03
14,416.32,204.24,27.13,59.3,-112.4
14,580.93,169.1,41.49,91.63,-112.49
14,400.19,199.77,23.51,60.75,-115.61
14,590.05,192.64,40.21,98.03,-119.74
14,568.18,208.03,28.86,69.91,-128.74
15,529.27,213.64,29.26,62.03,-51.93
15,450.93,197.25,27.54,62.41,-55.03
15,410.97,198.35,25.22,60.21,-67.51
15,419.78,199.29,25.28,60.06,-85.73
15,534.5,253.46,27.26,64.42,-89.17
15,524.52,199.35,28.77,62.99,-90.05
15,512.32,198.09,55.09,113.82,-90.77
15,597.63,180.1,31.4,74.83,-91.62
15,24.97,202.1,26.44,61.34,-97.21
15,493.77,193.12,28.06,60.25,-98.72
15,428.37,203.56,26.37,63.53,-102.79
15,584.09,174.22,37.12,83.66,-106.2
15,527.61,246.03,25.4,60.88,-120.92
15,574.86,148.12,54.96,128.9,-121.66
15,529.53,225.31,34.65,75.8,-123.94
15,516.27,212.86,30.22,64.03,-125.5
15,15.22,200.45,26.43,60.87,-129.53
15,528.39,229.19,21.88,58.58,-142.65
16,571.35,200.89,38.45,71.13,-55.96
16,437.46,203.66,28.65,62.55,-59.85
16,430.91,213.67,28.95,64.63,-63.29
16,18.37,89.64,44.5,105.12,-65.62
16,8.98,72.36,65.73,160.83,-67.76
16,577.36,225.3,27.46,61.69,-69.85
16,423.82,207.86,42.69,94.83,-85.66
16,560.72,185.75,57.58,115.75,-110.14
16,290.17,175.4,27.28,60.86,-114.19
16,1.0,226.72,16.61,66.78,-124.48
16,1.0,206.56,23.68,100.8,-128.88
16,1.0,181.42,36.82,177.59,-134.55
16,1.0,270.54,16.46,66.19,-150.45
16,1.0,249.12,23.53,102.38,-170.12
17,439.38,196.94,29.83,62.88,-33.65
17,442.49,183.71,22.26,58.1,-83.59
17,3.44,217.36,26.71,64.43,-92.92
17,89.77,183.87,24.66,55.61,-93.63
17,1.0,212.53,15.03,55.88,-107.43
17,1.0,226.9,24.16,103.57,-110.63
17,1.0,226.5,17.08,66.15,-110.98
17,433.39,192.42,24.69,57.24,-121.96
17,449.6,183.97,27.11,57.83,-126.97
17,1.0,170.58,37.88,179.6,-135.04
17,1.0,150.63,60.88,284.1,-150.13
18,451.1,212.77,24.05,52.58,-35.19
18,51.84,201.21,30.21,62.12,-55.51
18,13.61,214.85,26.01,57.99,-81.67
18,457.41,194.72,33.09,61.6,-89.84
18,63.58,199.83,28.93,63.02,-90.96
18,1.0,78.49,38.54,180.85,-91.76
18,442.76,202.3,23.63,60.72,-96.21
18,48.29,171.71,42.96,91.23,-106.15
18,1.0,114.38,24.47,104.35,-106.54
18,1.0,181.07,30.27,132.9,-108.07
18,460.13,214.52,25.36,56.49,-108.65
18,600.0,213.44,28.4,63.47,-110.11
18,48.7,210.0,21.81,57.43,-111.86
18,1.0,142.01,47.47,229.34,-112.28
18,1.0,214.18,15.33,54.9,-112.37
18,5.18,228.73,25.05,58.28,-124.94
18,59.12,219.04,20.7,55.54,-131.38
18,1.0,219.9,20.64,77.68,-140.13
18,1.0,142.9,16.97,68.46,-144.22
18,1.0,45.29,60.84,285.24,-147.61
19,463.35,215.25,26.76,54.73,47.33
19,483.32,212.84,24.61,55.24,-27.46
19,463.75,210.06,40.9,93.17,-59.2
19,376.06,215.97,26.69,63.63,-64.31
19,453.7,204.07,31.08,62.66,-64.68
19,1.0,217.32,17.13,62.09,-73.95
19,368.41,226.41,24.64,59.91,-78.03
19,474.32,226.55,21.82,57.5,-82.09
19,12.5,207.37,27.33,59.46,-91.48
19,3.44,209.66,26.63,57.14,-92.93
19,447.38,203.92,56.67,133.42,-97.52
19,587.61,156.96,32.57,69.91,-97.99
19,464.25,197.52,21.31,56.52,-104.4
19,467.14,199.15,33.38,63.41,-105.27
19,25.26,193.94,25.33,57.69,-113.58
19,13.32,185.88,28.92,62.13,-119.62
19,384.8,222.73,28.1,67.2,-121.49
19,457.73,196.23,73.54,182.41,-125.23
19,1.0,198.01,29.7,135.09,-125.62
19,368.15,202.83,41.46,92.82,-130.31
19,598.15,166.67,27.72,65.78,-137.45
19,1.0,193.58,15.76,55.69,-146.5
19,3.89,185.47,28.38,61.27,-151.27
19,463.7,241.25,43.45,104.58,-161.58
19,1.0,165.29,45.53,227.99,-170.71
20,490.8,217.85,23.87,55.44,108.37
